product_id,product_name,product_category,price,discount_level,delivery_time,shelf_life_days,stock_quantity,customer_rating
1357,Shampoo,Personal Care,168.65,None,50,108,131,3.6
1358,Chips,Personal Care,483.34,None,53,15,34,3.2
1359,Soda,Vegetables,456.77,Medium,146,29,94,1.2
1360,Apple,Bakery,475.09,High,99,300,188,2.2
1361,Apple,Vegetables,414.62,Medium,164,29,26,4.1
1362,Milk,Fruits,182.31,Medium,118,88,124,2.2
1363,Tomato,Fruits,453.88,High,68,110,160,2.9
1364,Banana,Vegetables,491.03,None,119,245,12,3.8
1365,Chips,Beverages,181.53,High,115,123,164,1.3
1366,Banana,Beverages,137.67,Medium,140,112,171,4.3
1367,Soda,Personal Care,277.99,Medium,16,334,1,1.2
1368,Juice,Personal Care,101.7,Medium,91,184,165,2.0
1369,Apple,Snacks,25.99,Low,25,135,36,4.1
1370,Soda,Fruits,473.46,Medium,58,299,186,4.6
1371,Juice,Snacks,463.61,Low,130,95,113,4.0
1372,Apple,Fruits,89.7,High,41,245,119,1.9
1373,Juice,Vegetables,209.79,None,98,251,68,4.9
1374,Tomato,Beverages,417.21,Low,28,172,17,2.7
1375,Chips,Personal Care,333.89,None,12,227,47,2.5
1376,Butter,Beverages,203.45,None,131,282,80,4.5
1377,Soda,Vegetables,374.64,None,69,194,65,1.3
1378,Soda,Snacks,449.55,None,172,23,176,3.2
1379,Bread,Snacks,463.82,Low,38,18,105,4.9
1380,Shampoo,Dairy,195.64,Low,84,247,57,1.4
1381,Tomato,Personal Care,95.04,None,79,113,162,3.2
1382,Tomato,Personal Care,457.29,None,92,194,77,1.5
1383,Banana,Personal Care,55.35,High,110,222,185,4.6
1384,Juice,Fruits,363.63,None,164,303,6,3.4
1385,Shampoo,Snacks,78.84,Low,99,315,102,1.9
1386,Chips,Vegetables,200.8,None,172,240,108,2.2
1387,Chips,Snacks,211.66,None,156,172,8,3.1
1388,Tomato,Beverages,87.79,Medium,26,272,68,3.9
1389,Chips,Fruits,462.11,Low,44,197,131,2.9
1390,Bread,Personal Care,11.31,Low,122,246,159,1.8
1391,Soda,Bakery,447.97,None,167,166,132,3.8
1392,Milk,Dairy,443.08,Medium,131,343,55,1.5
1393,Butter,Fruits,165.31,Medium,57,283,55,4.2
1394,Banana,Beverages,355.1,None,26,139,43,2.6
1395,Juice,Personal Care,133.88,None,110,197,71,3.6
1396,Butter,Beverages,381.8,None,24,93,140,2.4
1397,Juice,Beverages,284.95,Medium,137,46,131,3.7
1398,Apple,Personal Care,157.11,None,121,97,179,4.6
1399,Butter,Beverages,206.12,Low,23,219,14,3.8
1400,Milk,Vegetables,348.05,None,151,353,119,3.7
1401,Tomato,Dairy,453.99,None,106,5,109,4.0
1402,Bread,Bakery,74.06,None,175,339,81,3.0
1403,Soda,Beverages,289.97,Low,128,168,83,1.9
1404,Soda,Beverages,134.33,None,20,110,0,4.3
1405,Bread,Snacks,402.67,Low,57,236,192,3.6
1406,Shampoo,Dairy,44.42,Low,163,50,138,2.3
1407,Apple,Fruits,347.59,Low,76,209,188,2.1
1408,Juice,Dairy,95.72,Medium,34,25,92,3.0
1409,Milk,Dairy,302.23,Medium,95,181,87,1.8
1410,Chips,Personal Care,419.49,Medium,119,171,83,4.5
1411,Butter,Personal Care,379.99,High,163,298,190,4.2
1412,Apple,Personal Care,378.94,None,171,269,165,2.2
1413,Butter,Bakery,263.74,None,99,280,196,1.2
1414,Milk,Dairy,446.47,Medium,18,344,44,1.2
1415,Banana,Bakery,298.17,Low,49,12,73,2.2
1416,Banana,Beverages,459.58,Low,16,274,197,1.6
1417,Apple,Personal Care,277.8,None,167,322,67,4.5
1418,Tomato,Beverages,257.92,Low,127,216,3,2.7
1419,Milk,Personal Care,118.95,High,167,167,198,2.4
1420,Milk,Vegetables,276.95,Low,67,315,47,1.9
1421,Bread,Bakery,78.89,High,64,49,96,4.4
1422,Tomato,Bakery,436.15,Low,23,237,136,4.2
1423,Juice,Fruits,341.19,None,127,57,89,2.5
1424,Juice,Snacks,496.88,Low,86,237,174,1.7
1425,Chips,Dairy,55.13,Low,174,346,59,4.8
1426,Soda,Fruits,127.93,Medium,133,175,51,2.3
1427,Banana,Bakery,439.81,Low,143,10,123,4.1
1428,Juice,Fruits,203.67,Low,35,48,85,2.9
1429,Tomato,Vegetables,238.49,None,137,95,160,4.1
1430,Milk,Snacks,431.72,None,127,200,185,2.9
1431,Juice,Bakery,265.69,Low,151,8,96,4.7
1432,Milk,Bakery,104.8,High,145,125,47,4.2
1433,Juice,Dairy,447.09,None,33,67,132,2.0
1434,Banana,Personal Care,25.22,High,176,96,26,2.7
1435,Butter,Snacks,448.74,Low,94,251,168,1.4
1436,Juice,Vegetables,34.75,None,72,223,0,4.6
1437,Tomato,Beverages,336.27,None,35,341,50,1.3
1438,Juice,Fruits,45.12,None,19,235,143,1.1
1439,Soda,Dairy,356.04,High,115,298,98,3.0
1440,Banana,Bakery,26.65,Medium,126,192,99,3.4
1441,Tomato,Beverages,422.8,High,67,312,159,1.9
1442,Bread,Vegetables,238.31,Medium,23,172,102,3.3
1443,Tomato,Snacks,55.79,Low,82,268,46,4.6
1444,Soda,Fruits,356.34,Medium,48,109,150,3.5
1445,Butter,Dairy,249.75,Medium,131,228,14,2.8
1446,Banana,Bakery,103.56,Medium,168,119,153,1.6
1447,Bread,Bakery,17.68,None,153,239,36,1.7
1448,Soda,Beverages,214.82,Low,81,276,182,2.9
1449,Soda,Beverages,51.96,Low,121,278,129,2.9
1450,Apple,Fruits,56.14,None,60,234,75,3.1
1451,Banana,Snacks,140.99,Low,152,221,146,3.0
1452,Tomato,Vegetables,318.92,High,98,38,31,2.4
1453,Milk,Personal Care,269.66,Low,47,201,196,3.8
1454,Butter,Snacks,43.8,Low,114,321,54,1.8
1455,Milk,Snacks,484.53,None,88,218,98,4.4
1456,Tomato,Snacks,444.71,Medium,98,50,55,1.8
1457,Tomato,Personal Care,137.02,Low,80,337,28,2.7
1458,Banana,Fruits,69.95,High,99,244,108,1.8
1459,Tomato,Personal Care,471.78,High,81,258,83,3.5
1460,Apple,Fruits,235.96,High,158,232,163,2.9
1461,Bread,Personal Care,162.47,None,25,225,115,2.5
1462,Tomato,Vegetables,250.28,Low,120,170,70,2.9
1463,Milk,Snacks,388.64,High,76,77,81,2.7
1464,Tomato,Fruits,92.51,Medium,74,229,52,4.4
1465,Apple,Personal Care,386.07,High,22,90,84,1.5
1466,Juice,Vegetables,377.23,Low,127,85,85,4.2
1467,Juice,Personal Care,274.28,Low,70,219,166,3.6
1468,Soda,Bakery,434.26,None,41,168,75,2.4
1469,Butter,Vegetables,74.75,Medium,149,244,10,4.7
1470,Chips,Snacks,301.78,Medium,104,73,75,1.7
1471,Bread,Dairy,230.18,None,50,141,29,2.2
1472,Shampoo,Snacks,216.92,None,145,156,78,2.5
1473,Soda,Dairy,133.75,Low,34,101,199,3.6
1474,Butter,Vegetables,192.42,Medium,142,162,106,4.8
1475,Juice,Bakery,62.99,None,54,190,180,3.4
1476,Milk,Bakery,133.28,None,139,172,81,4.4
1477,Shampoo,Fruits,143.26,None,179,248,135,4.6
1478,Butter,Bakery,363.13,None,175,123,19,2.9
1479,Butter,Beverages,33.79,High,12,200,11,2.9
1480,Soda,Vegetables,329.08,Medium,159,292,66,2.0
1481,Shampoo,Fruits,118.49,Medium,113,69,177,3.4
1482,Banana,Bakery,50.11,Medium,42,166,125,1.5
1483,Chips,Vegetables,157.4,Low,41,89,139,3.5
1484,Banana,Snacks,119.99,Medium,120,63,53,4.6
1485,Shampoo,Bakery,280.5,High,26,286,79,4.0
1486,Banana,Personal Care,185.11,Medium,129,154,123,3.6
1487,Apple,Dairy,483.34,Low,91,125,181,4.4
1488,Juice,Vegetables,482.14,Medium,12,273,73,3.9
1489,Apple,Fruits,227.42,High,79,259,146,3.1
1490,Tomato,Snacks,399.59,None,127,228,141,3.1
1491,Banana,Beverages,16.5,None,40,59,179,1.4
1492,Tomato,Snacks,278.43,High,158,140,149,2.7
1493,Milk,Bakery,374.22,High,25,194,131,3.1
1494,Bread,Dairy,116.3,Low,26,257,115,2.9
1495,Milk,Snacks,39.97,Low,105,316,58,4.1
1496,Shampoo,Beverages,86.4,None,138,88,161,1.6
1497,Butter,Personal Care,226.51,Low,121,358,63,4.2
1498,Juice,Fruits,258.12,High,111,181,127,4.0
1499,Banana,Vegetables,196.63,None,81,98,17,4.6
1500,Soda,Dairy,225.59,Low,75,39,81,2.5
1501,Bread,Beverages,240.42,High,120,216,30,1.7
1502,Chips,Bakery,387.02,Low,46,130,83,4.0
1503,Chips,Bakery,61.57,Medium,161,234,41,3.4
1504,Chips,Bakery,386.79,Low,100,172,130,3.8
1505,Banana,Dairy,347.43,Medium,93,18,84,5.0
1506,Chips,Snacks,373.41,High,120,78,182,1.8
1507,Apple,Dairy,369.89,Low,71,56,9,2.6
1508,Bread,Bakery,240.59,Medium,30,211,70,1.8
1509,Apple,Personal Care,113.59,High,115,300,21,4.4
1510,Butter,Beverages,272.95,High,46,47,150,1.1
1511,Bread,Vegetables,479.41,Low,44,7,75,1.5
1512,Apple,Vegetables,298.38,Low,175,99,12,2.0
1513,Bread,Dairy,15.41,Low,152,242,167,4.1
1514,Butter,Bakery,39.26,Low,123,171,122,3.5
1515,Tomato,Fruits,496.5,Low,179,23,140,2.6
1516,Banana,Personal Care,45.25,None,103,211,96,1.6
1517,Banana,Dairy,32.56,Medium,13,234,94,2.3
1518,Chips,Bakery,182.98,Low,116,218,50,4.0
1519,Milk,Snacks,484.97,High,176,60,191,2.5
1520,Chips,Vegetables,166.15,Medium,88,338,82,2.9
1521,Shampoo,Vegetables,210.84,Low,32,136,95,3.4
1522,Apple,Personal Care,320.7,Low,114,13,89,4.7
1523,Bread,Vegetables,21.81,Medium,24,235,125,2.0
1524,Milk,Fruits,449.9,None,149,157,12,2.8
1525,Butter,Bakery,264.53,None,137,309,156,2.2
1526,Shampoo,Bakery,238.74,High,91,288,198,2.9
1527,Butter,Personal Care,431.76,None,130,194,174,3.8
1528,Banana,Bakery,477.01,High,97,20,153,2.9
1529,Banana,Personal Care,217.48,High,175,347,197,4.3
1530,Chips,Bakery,94.5,Low,165,207,117,3.2
1531,Apple,Fruits,409.7,Medium,88,178,150,2.5
1532,Milk,Beverages,207.6,Low,28,172,74,4.1
1533,Juice,Dairy,468.42,High,78,343,183,2.7
1534,Shampoo,Dairy,475.45,Medium,141,38,18,3.1
1535,Shampoo,Bakery,66.27,None,19,233,97,5.0
1536,Chips,Snacks,478.71,Low,149,5,110,4.1
1537,Banana,Vegetables,190.45,Medium,144,326,177,4.4
1538,Chips,Fruits,326.66,None,53,119,107,3.4
1539,Bread,Snacks,27.03,High,160,218,34,2.4
1540,Milk,Snacks,445.55,Low,11,258,176,5.0
1541,Apple,Bakery,324.38,Low,103,149,173,2.0
1542,Tomato,Fruits,325.34,None,125,51,92,4.5
1543,Soda,Dairy,452.07,Medium,174,284,197,4.6
1544,Soda,Vegetables,259.09,Medium,78,182,99,4.3
1545,Chips,Dairy,211.15,Low,157,217,180,1.5
1546,Bread,Snacks,434.4,Medium,117,364,158,4.4
1547,Milk,Vegetables,373.79,Medium,79,289,95,3.7
1548,Juice,Beverages,475.0,None,83,249,83,3.7
1549,Soda,Snacks,470.66,Low,89,257,149,4.1
1550,Milk,Dairy,197.34,None,107,210,66,3.0
1551,Apple,Dairy,229.02,None,168,76,135,2.1
1552,Butter,Bakery,135.43,None,109,226,18,3.3
1553,Bread,Dairy,333.72,High,178,346,30,1.4
1554,Banana,Fruits,188.63,High,67,219,31,3.7
1555,Milk,Snacks,395.19,None,142,364,54,2.9
1556,Apple,Personal Care,69.56,Low,170,145,102,3.0
1557,Juice,Personal Care,67.04,None,156,160,158,1.7
1558,Tomato,Vegetables,110.18,Medium,41,226,194,1.2
1559,Banana,Dairy,51.3,Low,130,334,50,3.4
1560,Tomato,Bakery,313.82,Medium,12,235,121,3.6
1561,Juice,Bakery,82.2,Low,138,146,91,3.0
1562,Apple,Dairy,88.38,Medium,178,362,154,4.1
1563,Soda,Fruits,16.97,Low,57,79,175,3.3
1564,Tomato,Bakery,393.22,None,176,44,109,4.4
1565,Banana,Personal Care,408.03,None,142,277,42,2.2
1566,Chips,Vegetables,89.39,Low,86,74,178,2.0
1567,Shampoo,Snacks,372.37,High,20,321,196,2.0
1568,Milk,Beverages,222.44,Low,31,115,74,1.1
1569,Soda,Fruits,127.4,None,21,238,70,4.6
1570,Tomato,Bakery,314.48,High,62,201,71,5.0
1571,Butter,Snacks,97.46,None,64,343,177,4.3
1572,Milk,Beverages,380.87,None,62,203,188,2.7
1573,Chips,Dairy,33.33,High,30,28,102,2.4
1574,Juice,Dairy,479.97,Medium,28,311,40,4.1
1575,Shampoo,Vegetables,45.22,Low,97,151,178,3.0
1576,Apple,Beverages,293.93,Medium,103,66,77,4.8
1577,Chips,Dairy,452.08,Medium,75,71,23,2.1
1578,Chips,Dairy,15.83,None,68,34,29,2.3
1579,Juice,Personal Care,254.27,Medium,68,111,51,5.0
1580,Bread,Bakery,181.5,Medium,160,170,177,4.9
1581,Juice,Vegetables,294.36,High,12,125,56,4.5
1582,Bread,Snacks,120.47,High,125,15,189,2.6
1583,Bread,Dairy,41.8,Low,67,76,78,4.4
1584,Soda,Personal Care,316.71,Low,71,351,116,2.1
1585,Soda,Fruits,214.26,None,155,257,180,2.0
1586,Banana,Fruits,315.02,None,135,289,195,3.2
1587,Tomato,Snacks,113.16,Low,46,123,196,4.4
1588,Tomato,Beverages,175.98,Medium,122,12,30,1.4
1589,Apple,Vegetables,285.22,Low,104,219,75,3.3
1590,Tomato,Personal Care,300.63,Low,87,225,29,3.4
1591,Soda,Bakery,192.43,Medium,151,84,112,3.3
1592,Banana,Personal Care,147.23,Medium,114,76,137,1.9
1593,Banana,Fruits,144.11,Medium,14,204,171,1.3
1594,Bread,Fruits,95.6,None,104,177,133,4.6
1595,Juice,Snacks,169.45,Medium,138,293,154,3.3
1596,Apple,Beverages,107.73,High,72,238,19,4.1
1597,Bread,Beverages,320.57,None,29,265,19,2.5
1598,Juice,Snacks,288.84,Low,52,149,11,1.2
1599,Tomato,Personal Care,197.47,High,94,26,84,2.0
1600,Bread,Fruits,169.66,Low,103,82,48,1.3
1601,Milk,Personal Care,126.43,Low,51,234,179,1.3
1602,Tomato,Personal Care,272.37,None,117,164,9,1.9
1603,Juice,Vegetables,460.26,Low,103,18,4,3.5
1604,Apple,Fruits,345.99,Low,83,240,63,4.3
1605,Juice,Beverages,374.76,None,118,152,185,4.3
1606,Bread,Bakery,418.85,Low,124,154,135,4.8
1607,Bread,Personal Care,182.3,None,176,34,157,3.6
1608,Chips,Fruits,40.81,Medium,134,165,16,1.1
1609,Apple,Personal Care,315.05,High,15,265,66,2.5
1610,Butter,Vegetables,102.45,Low,132,22,20,1.4
1611,Tomato,Dairy,288.83,Medium,51,67,15,4.1
1612,Banana,Fruits,372.36,Low,67,139,26,1.5
1613,Apple,Snacks,393.98,None,19,161,114,1.4
1614,Banana,Dairy,157.9,High,98,61,5,1.1
1615,Apple,Personal Care,261.09,None,87,269,41,4.8
1616,Apple,Snacks,314.27,None,120,258,143,4.1
1617,Juice,Snacks,411.55,Low,48,191,172,2.3
1618,Apple,Snacks,383.08,Medium,150,331,2,2.5
1619,Chips,Fruits,494.11,Low,176,203,39,1.2
1620,Butter,Beverages,13.96,None,20,175,19,1.6
1621,Bread,Personal Care,224.37,Medium,119,319,6,2.2
1622,Shampoo,Dairy,135.46,Low,25,10,58,2.6
1623,Banana,Vegetables,68.75,None,42,260,138,3.5
1624,Bread,Beverages,456.64,Low,68,313,92,2.4
1625,Shampoo,Personal Care,499.0,None,60,324,51,4.8
1626,Butter,Fruits,98.49,Low,24,252,130,2.4
1627,Butter,Snacks,28.83,Medium,52,223,20,4.8
1628,Banana,Vegetables,144.78,Medium,36,8,180,3.9
1629,Banana,Personal Care,419.08,None,65,5,157,4.6
1630,Butter,Dairy,154.01,None,130,330,10,3.8
1631,Shampoo,Personal Care,37.88,None,122,35,152,3.3
1632,Apple,Beverages,35.72,None,69,325,49,3.0
1633,Tomato,Bakery,219.44,None,124,121,8,2.2
1634,Milk,Beverages,466.59,Low,118,279,44,2.2
1635,Bread,Personal Care,150.1,None,121,201,28,1.9
1636,Juice,Vegetables,219.31,Low,109,329,61,2.5
1637,Bread,Personal Care,59.95,Low,17,181,14,1.5
1638,Juice,Personal Care,251.85,None,144,291,18,2.6
1639,Shampoo,Fruits,351.31,Low,90,240,142,4.3
1640,Juice,Dairy,142.86,None,139,83,166,4.5
1641,Banana,Vegetables,155.39,Medium,154,247,34,3.6
1642,Tomato,Personal Care,422.57,Low,130,315,140,2.0
1643,Tomato,Snacks,15.08,None,13,209,143,2.0
1644,Banana,Dairy,321.87,Low,35,215,66,2.1
1645,Chips,Beverages,203.0,None,87,337,94,3.0
1646,Shampoo,Vegetables,156.21,Medium,81,95,54,4.9
1647,Chips,Beverages,332.22,High,142,170,192,1.4
1648,Chips,Personal Care,418.99,None,137,165,34,3.0
1649,Bread,Beverages,283.61,Medium,14,10,15,3.7
1650,Butter,Beverages,25.24,None,100,145,128,2.0
1651,Bread,Fruits,236.09,None,78,209,177,4.9
1652,Butter,Beverages,236.75,None,12,24,13,2.4
1653,Milk,Snacks,276.46,High,175,104,61,4.7
1654,Juice,Snacks,338.77,Low,103,169,134,3.4
1655,Butter,Dairy,19.47,High,10,49,150,1.0
1656,Banana,Personal Care,255.99,Low,145,341,98,2.2
1657,Bread,Bakery,298.27,None,22,231,190,1.1
1658,Shampoo,Beverages,178.24,Medium,121,319,28,2.5
1659,Juice,Beverages,337.5,High,17,56,149,4.7
1660,Milk,Vegetables,121.81,Medium,167,150,92,4.1
1661,Butter,Fruits,165.51,Medium,122,285,5,3.5
1662,Milk,Bakery,481.75,Low,177,127,156,3.2
1663,Shampoo,Dairy,180.55,None,88,211,88,2.5
1664,Chips,Bakery,179.79,None,131,301,1,1.8
1665,Tomato,Beverages,301.88,Low,83,106,191,1.3
1666,Shampoo,Vegetables,485.78,High,136,278,95,1.8
1667,Soda,Personal Care,491.71,Medium,170,133,35,2.4
1668,Shampoo,Fruits,294.03,Medium,122,171,95,3.1
1669,Milk,Personal Care,10.53,None,61,206,147,1.8
1670,Banana,Dairy,451.32,Medium,130,106,182,4.9
1671,Bread,Bakery,289.42,High,42,75,36,1.3
1672,Banana,Dairy,189.34,Low,82,12,101,1.4
1673,Milk,Beverages,416.31,Low,105,166,179,3.7
1674,Bread,Dairy,205.92,Medium,46,77,68,4.0
1675,Soda,Personal Care,26.68,Low,78,349,69,4.9
1676,Tomato,Vegetables,412.33,High,141,31,149,3.1
1677,Juice,Dairy,277.47,Low,69,173,106,1.7
1678,Milk,Snacks,175.69,None,83,267,14,4.8
1679,Butter,Vegetables,132.94,Low,40,292,97,4.9
1680,Milk,Bakery,300.96,None,23,77,46,4.7
1681,Milk,Fruits,111.94,Low,69,213,198,4.5
1682,Bread,Fruits,168.69,None,77,103,107,1.3
1683,Apple,Beverages,321.9,High,137,35,107,4.4
1684,Shampoo,Beverages,441.96,High,35,340,68,4.8
1685,Apple,Snacks,271.12,None,161,37,51,3.2
1686,Soda,Bakery,381.96,None,146,217,166,4.1
1687,Butter,Personal Care,383.9,Low,44,149,1,3.6
1688,Tomato,Fruits,335.53,Medium,115,103,44,2.2
1689,Chips,Fruits,130.46,None,33,314,151,3.4
1690,Soda,Fruits,434.73,None,168,314,188,4.6
1691,Chips,Personal Care,223.78,Low,92,184,110,3.0
1692,Chips,Fruits,31.66,Medium,178,139,91,3.4
1693,Tomato,Dairy,129.86,None,45,194,121,3.1
1694,Banana,Bakery,385.12,Medium,110,34,64,2.1
1695,Apple,Vegetables,43.88,High,43,86,180,3.6
1696,Milk,Vegetables,82.21,None,130,61,115,3.0
1697,Juice,Snacks,350.17,Low,48,178,148,1.9
1698,Chips,Dairy,447.37,None,32,212,126,4.6
1699,Butter,Fruits,320.53,None,89,330,66,4.8
1700,Soda,Fruits,118.92,None,79,326,93,1.2
1701,Banana,Beverages,36.17,Low,68,187,128,3.5
1702,Chips,Beverages,311.41,Medium,163,239,58,2.7
1703,Banana,Snacks,33.23,Low,31,111,114,3.1
1704,Banana,Fruits,310.23,None,118,190,115,2.5
1705,Chips,Snacks,120.53,None,120,270,46,2.9
1706,Bread,Dairy,453.28,Low,97,136,108,2.3
1707,Shampoo,Vegetables,242.8,None,49,334,17,1.5
1708,Butter,Fruits,119.73,Low,94,333,112,2.2
1709,Milk,Bakery,428.04,Low,103,322,32,3.7
1710,Milk,Personal Care,134.48,High,20,175,142,1.2
1711,Butter,Dairy,160.23,None,126,302,23,2.5
1712,Bread,Fruits,418.8,Medium,18,28,35,1.2
1713,Milk,Personal Care,161.31,None,21,265,59,2.4
1714,Banana,Bakery,210.98,Medium,163,359,161,1.4
1715,Tomato,Beverages,180.36,Low,47,200,89,2.4
1716,Soda,Snacks,67.04,Medium,140,103,50,4.4
1717,Apple,Beverages,29.06,Low,135,337,167,3.5
1718,Milk,Vegetables,365.02,Low,152,105,149,3.7
1719,Butter,Beverages,326.12,None,142,356,143,3.0
1720,Tomato,Fruits,148.36,None,63,124,103,4.7
1721,Chips,Bakery,154.84,Low,33,325,169,3.2
1722,Shampoo,Beverages,473.05,High,148,207,15,1.4
1723,Butter,Fruits,493.96,Low,130,94,132,4.7
1724,Banana,Vegetables,241.98,Medium,128,199,133,1.5
1725,Shampoo,Personal Care,403.2,None,170,181,169,5.0
1726,Soda,Bakery,370.98,Low,83,119,29,2.7
1727,Soda,Beverages,155.69,Low,130,337,159,1.3
1728,Bread,Snacks,38.7,None,137,36,180,4.5
1729,Juice,Snacks,79.85,Low,53,219,146,1.4
1730,Bread,Bakery,420.76,Medium,99,312,50,1.7
1731,Tomato,Snacks,368.29,Low,173,283,155,2.7
1732,Shampoo,Beverages,335.52,Medium,21,247,174,3.7
1733,Juice,Beverages,74.02,Medium,12,290,71,1.5
1734,Chips,Bakery,323.57,Low,59,74,127,3.5
1735,Banana,Beverages,388.35,Medium,166,75,106,4.1
1736,Shampoo,Personal Care,431.69,Low,117,115,126,1.5
1737,Bread,Fruits,16.48,None,25,162,128,3.6
1738,Apple,Vegetables,345.39,None,177,41,195,4.8
1739,Juice,Personal Care,19.36,None,36,308,184,4.9
1740,Juice,Personal Care,356.37,Medium,132,330,149,1.6
1741,Banana,Snacks,321.45,High,79,39,93,4.0
1742,Milk,Fruits,82.69,None,51,328,57,4.4
1743,Soda,Bakery,385.4,None,147,63,12,4.6
1744,Soda,Snacks,43.49,Low,134,211,166,2.3
1745,Apple,Fruits,414.94,Medium,175,70,26,2.1
1746,Tomato,Beverages,138.35,Low,145,266,166,1.2
1747,Tomato,Bakery,347.54,Low,155,274,120,2.6
1748,Chips,Bakery,462.61,Medium,154,237,199,1.5
1749,Shampoo,Snacks,176.52,Low,67,161,139,4.1
1750,Butter,Beverages,256.42,High,115,110,151,1.6
1751,Milk,Snacks,236.93,None,75,158,17,4.3
1752,Bread,Dairy,87.23,High,93,22,118,1.4
1753,Butter,Fruits,299.25,None,18,264,14,2.9
1754,Butter,Dairy,374.07,None,176,317,187,2.5
1755,Juice,Fruits,459.27,Medium,114,123,143,3.4
1756,Apple,Vegetables,426.89,Medium,98,313,96,3.1
1757,Soda,Personal Care,259.91,Medium,98,106,73,3.4
1758,Chips,Bakery,362.32,Low,97,29,46,1.0
1759,Tomato,Snacks,402.38,High,15,184,151,1.5
1760,Apple,Vegetables,251.81,None,167,166,172,3.1
1761,Juice,Vegetables,66.56,None,132,354,18,1.9
1762,Bread,Bakery,224.59,Low,83,219,90,1.3
1763,Chips,Bakery,422.81,Medium,112,128,168,1.9
1764,Juice,Fruits,302.35,Medium,155,296,30,4.1
1765,Soda,Dairy,364.98,Low,42,160,15,3.2
1766,Soda,Beverages,100.78,None,156,197,150,1.8
1767,Soda,Fruits,482.53,None,96,332,77,1.1
1768,Apple,Beverages,208.0,Low,78,57,22,2.4
1769,Apple,Vegetables,330.28,Low,133,174,40,2.4
1770,Tomato,Beverages,19.25,Medium,35,339,145,3.9
1771,Tomato,Dairy,72.39,Medium,166,102,163,4.7
1772,Bread,Fruits,393.2,High,161,151,11,2.5
1773,Chips,Bakery,484.31,None,15,304,74,3.8
1774,Banana,Dairy,166.83,Low,48,34,196,3.5
1775,Banana,Personal Care,28.22,Low,13,78,178,2.7
1776,Juice,Dairy,186.82,Medium,137,176,84,1.3
1777,Soda,Personal Care,18.56,Low,67,88,159,2.9
1778,Chips,Fruits,104.26,High,57,77,70,2.4
1779,Butter,Bakery,378.71,Medium,69,236,163,3.2
1780,Apple,Dairy,469.17,None,35,294,167,1.5
1781,Shampoo,Personal Care,52.85,None,86,131,125,3.9
1782,Milk,Bakery,283.37,Medium,177,89,69,4.2
1783,Bread,Snacks,134.4,Medium,95,258,165,2.6
1784,Soda,Snacks,78.14,None,132,156,181,1.7
1785,Soda,Snacks,117.3,None,65,316,3,3.5
1786,Soda,Beverages,293.1,Low,48,11,173,4.8
1787,Apple,Dairy,41.92,Medium,90,311,62,3.8
1788,Apple,Fruits,222.77,None,176,140,49,1.5
1789,Milk,Fruits,76.26,Low,34,188,29,2.6
1790,Butter,Beverages,143.61,Low,171,318,15,4.7
1791,Chips,Fruits,103.47,High,136,345,179,3.5
1792,Soda,Personal Care,442.66,None,158,231,3,1.6
1793,Banana,Snacks,356.93,Medium,34,329,25,3.9
1794,Tomato,Dairy,435.55,Low,98,248,156,2.4
1795,Banana,Fruits,197.9,None,31,268,138,3.0
1796,Juice,Fruits,163.57,Low,32,255,91,2.7
1797,Banana,Vegetables,196.49,None,162,174,107,3.9
1798,Juice,Vegetables,19.09,Medium,163,58,151,1.9
1799,Shampoo,Vegetables,365.11,Low,39,136,50,2.6
1800,Tomato,Dairy,181.39,None,175,319,41,4.0
1801,Banana,Snacks,163.53,None,112,98,166,3.8
1802,Shampoo,Bakery,303.09,Medium,171,50,134,1.8
1803,Bread,Snacks,223.76,None,86,354,17,2.4
1804,Chips,Snacks,490.61,Low,82,103,2,1.1
1805,Shampoo,Dairy,184.56,Low,152,238,190,3.1
1806,Chips,Personal Care,310.81,High,104,273,19,2.1
1807,Banana,Personal Care,162.71,Low,104,41,97,1.0
1808,Butter,Dairy,495.39,Medium,147,79,72,2.7
1809,Shampoo,Vegetables,228.1,None,126,62,73,4.7
1810,Tomato,Fruits,320.72,None,46,23,122,4.7
1811,Banana,Beverages,72.09,None,16,192,69,2.5
1812,Soda,Beverages,369.18,Low,133,143,144,2.8
1813,Apple,Bakery,141.91,Medium,41,147,78,2.0
1814,Shampoo,Fruits,229.82,Low,20,112,186,1.3
1815,Tomato,Bakery,442.74,Low,118,225,181,3.8
1816,Bread,Vegetables,485.57,Medium,101,149,140,4.2
1817,Soda,Bakery,218.04,None,57,350,41,4.5
1818,Bread,Fruits,419.05,None,54,9,43,4.7
1819,Banana,Fruits,36.14,High,104,60,79,4.7
1820,Apple,Beverages,425.31,Low,42,259,66,1.1
1821,Shampoo,Personal Care,318.46,Medium,127,226,199,4.9
1822,Shampoo,Vegetables,249.47,Low,141,364,19,2.5
1823,Butter,Dairy,446.08,Low,56,52,46,4.5
1824,Butter,Bakery,424.22,None,131,308,23,2.8
1825,Banana,Beverages,155.5,High,62,167,178,2.7
1826,Banana,Bakery,397.83,Low,135,240,145,1.0
1827,Apple,Bakery,58.75,None,168,252,22,1.2
1828,Butter,Dairy,413.15,Medium,168,104,128,3.7
1829,Tomato,Vegetables,340.97,Low,36,25,122,4.8
1830,Tomato,Fruits,53.05,Medium,98,106,114,1.9
1831,Apple,Snacks,344.71,None,45,9,65,1.4
